iteration	errD	errG	D_x	D_G_z1	D_G_z2
1609	0.06413	6.76674	0.97157	0.03168	0.00279
1610	0.0428	7.99603	0.98383	0.02445	0.00151
1611	0.12354	5.97983	0.91158	0.01364	0.02047
1612	0.20326	6.3693	0.95484	0.11985	0.01094
1613	0.11747	7.10254	0.96676	0.06456	0.0058
1614	0.0893	6.95335	0.96235	0.03801	0.00375
1615	0.10868	6.09285	0.9417	0.03803	0.00553
1616	0.07568	5.5274	0.96151	0.03261	0.00634
1617	0.09692	7.08476	0.97422	0.06473	0.00327
1618	0.05945	8.23216	0.97873	0.03477	0.0017
1619	0.10112	6.66274	0.92749	0.01811	0.00526
1620	0.23247	6.91625	0.93864	0.13421	0.00359
1621	0.14599	8.10027	0.96517	0.09142	0.00188
1622	0.32619	6.43664	0.81945	0.04764	0.00824
1623	0.32359	6.66046	0.90399	0.14496	0.00493
1624	0.19783	7.69399	0.94207	0.09706	0.0027
1625	0.16829	8.06863	0.92465	0.05586	0.00172
1626	0.16709	6.56711	0.91211	0.03266	0.00628
1627	0.18285	7.24898	0.95531	0.09729	0.00335
1628	0.09955	8.26138	0.97629	0.05534	0.00173
1629	0.08827	8.37112	0.95653	0.02823	0.001
1630	0.13861	6.38935	0.91946	0.01604	0.00831
1631	0.17021	6.92409	0.95923	0.09671	0.00467
1632	0.09983	7.96008	0.97641	0.05952	0.00244
1633	0.07503	8.40038	0.93409	0.00094	0.00029
1634	0.0434	7.48696	0.96633	0.0056	0.00093
1635	0.04685	7.96413	0.98152	0.02562	0.00059
1636	0.02618	8.71729	0.98986	0.01465	0.00035
1637	0.01443	9.00251	0.99438	0.00812	0.00024
1638	0.09293	6.36158	0.94981	0.00536	0.02046
1639	0.33272	7.15738	0.97411	0.21311	0.01044
1640	0.22499	8.08196	0.95952	0.11374	0.0053
1641	0.15172	8.29532	0.94954	0.05744	0.00277
1642	0.13072	6.70665	0.9293	0.0309	0.00685
1643	0.13394	7.1395	0.96327	0.0761	0.00377
1644	0.10135	8.19201	0.97047	0.06013	0.00195
1645	0.13101	7.02355	0.91794	0.03113	0.00313
1646	0.09964	7.50862	0.95769	0.04688	0.00208
1647	0.06297	8.38036	0.97661	0.03417	0.00116
1648	0.08284	7.7335	0.96559	0.01863	0.00107
1649	0.06843	7.96496	0.97492	0.02735	0.00081
1650	0.01148	8.82218	0.99317	0.00451	0.0004
1651	0.00971	8.58913	0.99566	0.00529	0.00041
1652	0.03324	7.00431	0.9767	0.00559	0.01231
1653	0.19936	8.40475	0.9877	0.13561	0.0062
1654	0.1145	9.39721	0.9806	0.06864	0.00315
1655	0.06558	10.0286	0.98262	0.03483	0.00182
1656	0.12758	8.84486	0.93073	0.02352	0.00438
1657	0.10263	8.36921	0.9596	0.04095	0.00267
1658	0.15927	7.58026	0.92666	0.0554	0.00332
1659	0.16127	8.69712	0.9471	0.08063	0.0017
1660	0.08897	9.33041	0.96672	0.04168	0.00098
1661	0.16805	6.87918	0.89489	0.02148	0.01256
1662	0.62382	7.19069	0.94655	0.31197	0.00674
1663	0.43491	7.81984	0.88379	0.15953	0.00379
1664	0.38681	6.73283	0.84248	0.09175	0.00975
1665	0.43518	5.51715	0.8325	0.12977	0.01447
1666	0.2538	5.8959	0.91221	0.09552	0.00899
1667	0.2051	8.87382	0.99534	0.16782	0.00015
1668	0.18605	8.61145	0.93134	0.08432	0.00026
1669	0.26794	5.29624	0.84757	0.04499	0.15327
1670	0.83376	5.83914	0.9233	0.37651	0.07772
1671	0.50186	7.38949	0.9441	0.24365	0.03894
1672	0.30319	7.9216	0.92919	0.12614	0.0196
1673	0.28218	7.06395	0.86167	0.06385	0.01116
1674	0.21073	5.50351	0.90003	0.05759	0.01681
1675	0.42545	6.93076	0.92605	0.22326	0.00858
1676	0.2328	8.11018	0.94908	0.11652	0.00435
1677	0.19139	7.57275	0.91647	0.05995	0.0031
1678	0.13406	7.10363	0.94978	0.05813	0.0027
1679	0.08422	6.97926	0.96808	0.03923	0.00201
1680	0.29354	4.80115	0.85767	0.06006	0.05772
1681	0.41444	5.98911	0.90217	0.20903	0.02941
1682	0.24306	7.20427	0.93221	0.11877	0.01499
1683	0.23312	6.54328	0.88898	0.07041	0.01013
1684	0.32638	5.09626	0.85912	0.13119	0.01137
1685	0.31415	6.75068	0.92823	0.17766	0.00588
1686	0.21761	7.51625	0.91261	0.0902	0.00312
1687	0.11853	7.8773	0.94715	0.04547	0.00172
1688	0.13928	6.07098	0.94083	0.02911	0.01042
1689	0.20363	6.56528	0.96604	0.11933	0.00578
1690	0.12806	7.31062	0.96463	0.06436	0.00307
1691	0.10397	6.74759	0.94912	0.03389	0.00341
1692	0.08467	6.45775	0.96541	0.03841	0.00316
1693	0.08355	7.76769	0.97663	0.05234	0.00165
1694	0.18831	5.62359	0.88613	0.02894	0.03011
1695	0.74931	6.41179	0.94189	0.34047	0.01556
1696	0.49888	7.92268	0.94083	0.24636	0.00783
1697	0.41569	8.44061	0.85675	0.12378	0.00401
1698	0.47864	5.96046	0.79796	0.06516	0.02143
1699	0.51008	6.20545	0.88998	0.22859	0.0116
1700	0.52715	5.80478	0.78023	0.12365	0.00869
1701	0.16831	6.13655	0.99135	0.13947	0.00332
1702	0.1128	6.58498	0.9811	0.08272	0.00236
1703	0.09192	6.26397	0.96966	0.05077	0.00258
1704	0.05818	6.2493	0.98132	0.03397	0.00244
1705	0.10072	5.59827	0.96289	0.03243	0.00579
1706	0.15198	4.44989	0.93778	0.03958	0.04796
1707	0.53875	5.60803	0.96858	0.27069	0.0247
1708	0.30217	7.01332	0.96399	0.14238	0.01262
1709	0.16572	7.55473	0.97323	0.07585	0.00671
1710	0.22938	6.20759	0.89663	0.04376	0.02616
1711	0.35705	6.12676	0.90602	0.14705	0.01448
1712	0.2544	5.82373	0.90357	0.09208	0.01184
1713	0.32653	6.89328	0.9295	0.17896	0.00618
1714	0.34891	6.66355	0.84574	0.0927	0.00474
1715	0.22077	6.60837	0.91982	0.08715	0.00363
1716	0.21932	5.72267	0.89171	0.06028	0.00856
1717	0.27115	7.20481	0.94097	0.15638	0.00439
1718	0.09731	9.63569	0.91432	0.00302	0.00016
1719	0.08361	8.5605	0.92651	0.003	0.00098
1720	0.08937	8.43335	0.9628	0.03974	0.00069
1721	0.05008	8.72632	0.97885	0.02267	0.00054
1722	0.24406	5.60673	0.8782	0.01835	0.10139
1723	0.50757	6.52147	0.93808	0.22092	0.05103
1724	0.28667	7.763	0.95315	0.12585	0.02575
1725	0.20854	8.15162	0.92411	0.06464	0.01318
1726	0.11748	7.58888	0.9525	0.03567	0.00732
1727	0.07457	7.15748	0.97097	0.02815	0.00434
1728	0.15158	5.29982	0.91484	0.03363	0.0208
1729	0.44992	6.80069	0.95456	0.26523	0.01062
1730	0.32764	7.42246	0.90466	0.14097	0.00552
1731	0.48419	5.93975	0.77815	0.07655	0.0113
1732	0.51035	5.74054	0.87824	0.21195	0.01036
1733	0.36215	5.87434	0.87614	0.12875	0.00832
1734	0.26143	5.40606	0.88495	0.07797	0.00986
1735	0.35621	6.48955	0.92785	0.22658	0.00164
1736	0.22272	6.9957	0.94218	0.13427	0.00114
1737	0.15663	7.03303	0.94131	0.08037	0.00109
1738	0.21372	5.67657	0.8796	0.04159	0.01523
1739	0.37097	6.2248	0.93924	0.19743	0.00825
1740	0.20016	7.12123	0.96876	0.11226	0.00431
1741	0.11159	7.84412	0.97435	0.05741	0.00234
1742	0.10381	6.48979	0.94858	0.03265	0.00786
1743	0.08795	6.51988	0.96144	0.03716	0.00479
1744	0.22239	7.67023	0.92148	0.11442	0.00248
1745	0.64731	5.83949	0.6992	0.05887	0.01347
1746	0.95855	5.95293	0.83822	0.36802	0.00804
1747	0.55267	6.91717	0.90935	0.24262	0.00431
1748	0.30067	7.42198	0.94234	0.13275	0.00241
1749	1.00619	5.07702	0.65694	0.07284	0.03803
1750	1.28828	5.21923	0.7906	0.40632	0.02195
1751	0.7467	5.95975	0.83762	0.23434	0.01167
1752	0.11024	6.93854	0.97234	0.07111	0.0018
1753	0.59568	4.46935	0.7604	0.05564	0.09069
1754	1.39034	5.06156	0.87042	0.45956	0.04766
1755	1.04078	6.50295	0.82574	0.34773	0.02404
1756	0.8142	6.48727	0.73202	0.17758	0.01303
1757	0.47536	5.59123	0.82748	0.10762	0.01277
1758	0.52035	6.34157	0.9082	0.26006	0.00696
1759	0.27683	7.91372	0.94028	0.13224	0.00353
1760	1.0279	5.48504	0.64939	0.07059	0.03747
1761	1.26419	4.74653	0.71857	0.34919	0.03287
1762	0.97536	6.16975	0.79963	0.36957	0.01672
1763	0.65607	7.02645	0.8087	0.18753	0.00855
1764	0.40865	6.29792	0.83991	0.09738	0.00667
1765	0.31586	5.97672	0.91339	0.14206	0.00588
1766	0.18773	6.63608	0.9553	0.09839	0.00346
1767	0.14887	7.06316	0.93936	0.05018	0.00204
1768	0.1257	5.66039	0.93262	0.03468	0.00955
1769	0.41943	7.73039	0.98469	0.3106	0.00117
1770	0.22099	8.37677	0.99071	0.1648	0.00078
1771	0.12426	8.80545	0.98318	0.08359	0.00057
1772	0.33131	6.14496	0.83534	0.05138	0.05296
1773	0.93603	5.53791	0.90694	0.33899	0.03073
1774	0.66731	7.05184	0.93846	0.31958	0.01547
1775	0.34665	8.48926	0.96021	0.16356	0.00777
1776	1.22207	6.9083	0.59784	0.08202	0.00786
1777	0.80923	4.68061	0.73095	0.13413	0.05582
1778	0.91337	4.73089	0.83308	0.34095	0.03435
1779	0.81633	4.94758	0.76584	0.22952	0.0206
1780	0.4332	5.37187	0.87468	0.13093	0.0119
1781	0.25993	5.38068	0.91642	0.07877	0.00843
1782	0.16025	5.58902	0.95099	0.06158	0.00583
1783	0.10423	5.87735	0.96332	0.04229	0.00405
1784	0.14415	4.2329	0.91677	0.02794	0.04657
1785	0.46031	5.20397	0.95645	0.26665	0.0246
1786	0.20249	7.14616	0.86055	0.01571	0.00193
1787	0.13584	6.80391	0.90878	0.01847	0.00232
1788	0.23271	5.12438	0.84247	0.01442	0.01964
1789	0.33944	5.38931	0.91941	0.17905	0.01222
1790	0.22561	6.30438	0.94345	0.12576	0.00653
1791	0.37328	5.21524	0.80821	0.06491	0.01467
1792	0.44181	5.53648	0.90147	0.21812	0.0091
1793	0.29721	5.87598	0.89841	0.12628	0.00568
1794	0.18254	5.99359	0.93503	0.08204	0.00407
1795	0.45825	4.10074	0.75428	0.047	0.05829
1796	0.74352	4.57078	0.87013	0.33743	0.03364
1797	0.45134	5.47937	0.90084	0.21017	0.01799
1798	0.23598	6.43144	0.94334	0.10822	0.00938
1799	0.14922	6.6875	0.9438	0.05558	0.00534
1800	0.16332	5.38606	0.89818	0.03139	0.01389
1801	0.18727	5.21187	0.93904	0.09295	0.01063
1802	0.14174	6.05007	0.96533	0.08829	0.00586
1803	2.60631	1.63604	0.19261	0.00808	0.21638
1804	2.14955	2.89511	0.53954	0.39326	0.11747
1805	1.21519	4.60609	0.76789	0.31445	0.05986
1806	0.63805	5.85988	0.86475	0.16751	0.03041
1807	0.48112	5.56006	0.81183	0.08968	0.01905
1808	0.33058	5.49056	0.90096	0.11919	0.01187
1809	0.1917	6.45547	0.92788	0.0616	0.00626
1810	0.26457	5.06334	0.88509	0.05026	0.02184
1811	0.28854	5.94233	0.93737	0.14545	0.01157
1812	0.33974	5.40037	0.82215	0.08029	0.01172
1813	0.21976	5.27584	0.89051	0.06611	0.00936
1814	0.15449	6.02803	0.94074	0.07063	0.00561
1815	0.18074	5.27596	0.90629	0.04825	0.0086
1816	0.17456	6.42703	0.95186	0.09907	0.00467
1817	0.09044	7.96645	0.97521	0.05197	0.0024
1818	0.05977	8.64119	0.97417	0.02632	0.00127
1819	0.05276	7.3426	0.96758	0.01563	0.00245
1820	0.09664	5.04023	0.945	0.0342	0.00686
1821	0.18785	6.88504	0.95324	0.1214	0.00353
1822	0.12064	8.30354	0.9525	0.06186	0.00181
1823	0.0742	8.18833	0.96435	0.03259	0.0012
1824	0.402	4.66276	0.77483	0.03009	0.22334
1825	1.68754	4.04209	0.88508	0.47114	0.14695
1826	1.31118	5.87748	0.93971	0.50051	0.07375
1827	0.94387	6.6951	0.81028	0.25783	0.03722
1828	0.58629	6.09035	0.81451	0.13573	0.0213
1829	0.42452	5.08503	0.84726	0.12658	0.02024
1830	0.33486	5.44464	0.87503	0.1226	0.0117
1831	0.32349	6.64424	0.91108	0.1719	0.00608
1832	0.1676	8.00096	0.95249	0.08871	0.00309
1833	0.1889	6.94817	0.9008	0.04537	0.00359
1834	0.11774	5.67322	0.94179	0.03661	0.00916
1835	0.23407	6.71883	0.96825	0.1518	0.00491
1836	0.14123	7.82934	0.96614	0.08146	0.00255
1837	0.04029	7.96163	0.96685	0.00606	0.00061
1838	0.04311	7.17535	0.96536	0.00734	0.00177
1839	0.13798	4.722	0.90757	0.01995	0.06822
1840	1.01523	5.5374	0.952	0.41188	0.03539
1841	0.53122	7.12937	0.97406	0.22698	0.0178
1842	0.28283	8.48661	0.97147	0.11444	0.00893
1843	0.23837	8.15715	0.90952	0.05764	0.00486
1844	0.24731	6.07239	0.85537	0.03041	0.01996
1845	0.27487	5.67443	0.90495	0.11376	0.01395
1846	0.27739	7.1274	0.94969	0.15649	0.00707
1847	0.16948	8.35217	0.9472	0.07904	0.00359
1848	0.14253	8.61957	0.93543	0.03978	0.00193
1849	0.07931	7.89569	0.96077	0.02087	0.00162
1850	0.09668	6.12525	0.9379	0.01456	0.0077
1851	0.08972	6.56057	0.96813	0.04603	0.00466
1852	0.06985	8.22032	0.98312	0.04552	0.00236
1853	0.17707	6.4689	0.8842	0.02342	0.01081
1854	0.1806	7.24802	0.99259	0.15328	0.00101
1855	0.09623	8.02778	0.99574	0.08196	0.00066
1856	0.05605	8.39082	0.99168	0.04266	0.00056
1857	0.05739	7.75784	0.96925	0.02246	0.00227
1858	0.17645	4.64549	0.8772	0.02805	0.14153
1859	0.85473	6.01651	0.93851	0.39708	0.07175
1860	0.43319	8.061	0.96853	0.20359	0.03592
1861	0.21899	9.52044	0.98232	0.10223	0.01799
1862	0.11926	10.15405	0.98169	0.05123	0.00902
1863	0.06931	10.23495	0.98143	0.02569	0.00454
1864	0.07336	8.80631	0.95579	0.01309	0.00291
1865	0.1405	5.51398	0.90071	0.0125	0.07575
1866	0.95493	5.71438	0.95018	0.4074	0.04044
1867	0.50133	7.01719	0.97319	0.22481	0.02041
1868	0.25943	8.51121	0.97881	0.11326	0.01025
1869	0.14431	8.7743	0.97589	0.05728	0.00527
1870	0.11875	8.75737	0.94654	0.02895	0.00309
1871	0.01162	6.39313	0.9991	0.01055	0.0041
1872	0.04058	6.49978	0.98972	0.02909	0.0029
1873	0.03492	7.24816	0.98972	0.02384	0.00171
1874	0.02109	8.15868	0.99373	0.01441	0.00095
1875	0.01393	8.82436	0.99567	0.00938	0.00053
1876	0.01111	9.05387	0.99417	0.00516	0.00032
1877	0.01946	7.65059	0.98489	0.00392	0.00168
1878	0.06166	9.04325	0.99197	0.04922	0.00087
1879	0.03507	10.65282	0.99195	0.02478	0.00045
1880	0.02378	11.73548	0.98986	0.01243	0.00024
1881	0.02044	11.5581	0.98694	0.00626	0.00017
1882	0.01272	10.39776	0.99126	0.00341	0.00038
1883	0.01337	9.24416	0.99095	0.00395	0.00087
1884	0.01275	9.46025	0.99536	0.00787	0.00049
1885	0.01344	9.24135	0.99126	0.00434	0.00035
1886	0.01158	8.50197	0.99215	0.00352	0.00055
1887	0.01682	9.67879	0.99593	0.0124	0.00029
1888	0.00522	11.71758	0.9962	0.00141	2e-05
1889	0.00417	11.36624	0.99709	0.00125	3e-05
1890	0.00369	11.56403	0.99834	0.00202	2e-05
1891	0.00681	9.97646	0.99467	0.00141	0.00022
1892	0.02267	10.82537	0.99613	0.01798	0.00012
1893	0.02334	10.47413	0.98677	0.00945	0.00028
1894	0.02495	11.65273	0.99195	0.01604	0.00014
1895	0.03844	10.03181	0.97162	0.00818	0.00023
1896	0.03168	7.097	0.97593	0.00618	0.00835
1897	0.66314	7.6781	0.98707	0.35793	0.00434
1898	0.3364	9.06207	0.99318	0.18342	0.00218
1899	0.17492	10.06946	0.99026	0.09197	0.0011
1900	0.35575	8.50689	0.81532	0.0461	0.00133
1901	0.20365	5.88616	0.89878	0.03944	0.02405
1902	0.79029	6.19367	0.94594	0.37509	0.01333
1903	0.42045	7.53085	0.96887	0.2074	0.0068
1904	0.25058	8.32595	0.94892	0.10455	0.00348
1905	0.27238	5.57014	0.79701	0.00243	0.00642
1906	0.20454	4.37048	0.86117	0.02774	0.03284
1907	0.38032	5.7037	0.90071	0.20081	0.01697
1908	0.25377	6.90177	0.89387	0.10229	0.00866
1909	0.29396	5.38938	0.82085	0.05504	0.01509
1910	0.26405	5.40408	0.90829	0.12653	0.01592
1911	0.16057	6.34704	0.95163	0.08776	0.00896
1912	0.10258	6.96046	0.95741	0.0461	0.00496
1913	0.11595	5.66376	0.93252	0.02504	0.0143
1914	0.20106	6.10048	0.96545	0.11876	0.00887
1915	0.16439	6.61446	0.94716	0.07451	0.00752
1916	0.25651	5.40781	0.86158	0.04056	0.04056
1917	0.31433	5.63229	0.92947	0.15353	0.02221
1918	0.18352	6.17098	0.9536	0.09054	0.01282
1919	0.17687	5.70658	0.91001	0.05114	0.01841
1920	0.15571	5.73806	0.92938	0.06162	0.01085
1921	0.10694	5.57107	0.94707	0.04142	0.00965
1922	0.04706	7.42933	0.9987	0.04399	0.00067
1923	0.02985	7.85326	0.99467	0.02359	0.00048
1924	0.02966	7.45452	0.98382	0.01264	0.00091
1925	0.02109	7.34714	0.99064	0.01126	0.00092
1926	0.0187	7.75321	0.99237	0.01077	0.00068
1927	0.01989	8.84712	0.99209	0.01173	0.00037
1928	0.08315	6.41005	0.93156	0.00603	0.01359
1929	0.47502	7.01268	0.96288	0.25514	0.00745
1930	0.36034	7.41323	0.88975	0.13686	0.00469
1931	0.19505	7.76805	0.94385	0.08187	0.00289
1932	0.16813	7.33095	0.91904	0.05139	0.0038
1933	0.13905	7.6617	0.95517	0.07016	0.00215
1934	1.00758	4.84779	0.59864	0.03905	0.09241
1935	1.74992	4.36281	0.79671	0.47341	0.06579
1936	1.32827	5.92863	0.89536	0.51413	0.03335
1937	1.20153	5.99891	0.68263	0.26614	0.01817
1938	0.7088	5.08142	0.77504	0.16374	0.01857
1939	0.30052	5.88355	0.99675	0.24337	0.00311
1940	0.50235	4.89479	0.83255	0.17857	0.01355
1941	0.37191	5.4856	0.89302	0.17407	0.00829
1942	0.23663	6.22315	0.92919	0.11612	0.00478
1943	0.16656	6.20769	0.92978	0.06565	0.00409
1944	0.10534	6.24773	0.95996	0.04937	0.00329
1945	0.06135	6.372	0.97855	0.03186	0.00275
1946	0.04113	6.60541	0.98608	0.02302	0.00221
1947	0.27932	4.29181	0.86881	0.01539	0.08096
1948	0.64012	4.76281	0.93285	0.30277	0.04334
1949	0.3794	6.11792	0.96231	0.20318	0.02197
1950	0.25931	6.76724	0.9433	0.10435	0.0113
1951	0.21675	5.71852	0.90382	0.05551	0.01161
1952	0.21681	5.91191	0.95063	0.12262	0.00703
1953	0.17898	5.66137	0.92578	0.0714	0.00622
1954	0.1046	5.61901	0.95493	0.04249	0.00597
1955	0.07406	6.20628	0.97585	0.04058	0.00369
1956	0.06877	6.51589	0.95637	0.02236	0.002
1957	0.04785	6.82442	0.97212	0.01843	0.00143
1958	0.03229	7.46407	0.98273	0.0142	0.00089
1959	0.07033	5.33219	0.94558	0.00909	0.02873
1960	0.22597	6.63248	0.97237	0.15172	0.01456
1961	0.12664	8.23907	0.97459	0.07761	0.00731
1962	0.81364	6.50715	0.69115	0.03899	0.00801
1963	0.438	4.49618	0.84452	0.04837	0.0568
1964	0.60001	5.32446	0.92177	0.27893	0.03006
1965	0.31613	6.75684	0.95833	0.15274	0.01523
1966	0.18874	7.62769	0.95171	0.07761	0.00777
1967	0.10875	7.59364	0.96445	0.04131	0.00442
1968	0.81432	4.68888	0.65644	0.02612	0.11836
1969	0.96548	4.57091	0.82757	0.32983	0.06639
1970	0.59486	5.88646	0.91248	0.25709	0.03369
1971	0.36919	6.93668	0.90163	0.131	0.01705
1972	0.22839	7.2284	0.91042	0.06613	0.00888
1973	0.08703	4.90993	0.93196	0.0082	0.01281
1974	0.07703	5.06186	0.9595	0.03002	0.01009
1975	0.14009	6.34926	0.97627	0.09498	0.00539
1976	0.13863	6.55256	0.93002	0.05062	0.00359
1977	0.11256	5.4343	0.92945	0.03058	0.0107
1978	0.1168	6.00725	0.96342	0.07048	0.00609
1979	0.14403	4.79165	0.91675	0.04695	0.02847
1980	0.24281	5.87274	0.9506	0.14188	0.01476
1981	0.14531	7.07191	0.95409	0.07278	0.00758
1982	0.08771	7.25472	0.96837	0.04249	0.00458
1983	0.39551	4.61447	0.77855	0.02675	0.13529
1984	1.13289	4.37919	0.88048	0.41348	0.07742
1985	0.65731	5.67022	0.93209	0.28079	0.03922
1986	0.44671	5.98045	0.87197	0.14952	0.02104
1987	0.42816	4.83027	0.78927	0.09264	0.03011
1988	0.34246	5.2706	0.89376	0.1531	0.01685
1989	0.19537	6.15314	0.92819	0.08116	0.00894
1990	0.05162	6.04066	0.96578	0.01618	0.00294
1991	0.06387	6.4427	0.9685	0.03068	0.00205
1992	0.03768	7.06523	0.9807	0.01751	0.00126
1993	0.05222	6.43527	0.96697	0.01775	0.00254
1994	0.16267	5.25193	0.90578	0.04736	0.01591
1995	0.14255	6.15398	0.92599	0.05427	0.00841
1996	0.115	6.71999	0.937	0.04341	0.00463
1997	0.13526	4.66181	0.90697	0.02418	0.04447
1998	0.80245	5.91069	0.95247	0.39093	0.02284
1999	0.4145	7.64678	0.97177	0.20407	0.01148
2000	0.20981	9.24482	0.98359	0.10228	0.00576
2001	0.21726	8.95655	0.90496	0.05125	0.00302
2002	0.11698	7.94442	0.94511	0.02638	0.00259
2003	0.16741	5.36561	0.90747	0.0215	0.06123
2004	0.4266	5.70759	0.93892	0.22575	0.0324
2005	0.24799	6.86695	0.96055	0.13697	0.01644
2006	1.45942	4.87323	0.60143	0.07294	0.04552
2007	0.31915	3.79097	0.9969	0.26166	0.03184
2008	0.32144	5.17469	0.99766	0.26385	0.01672
2009	0.18739	6.67296	0.97834	0.13607	0.00855
2010	0.15068	6.91674	0.94548	0.0696	0.005
2011	0.2044	4.96771	0.89478	0.0416	0.03575
2012	0.32864	5.35051	0.94697	0.19191	0.01984
2013	0.19484	6.38892	0.96223	0.11426	0.01044
2014	0.11542	7.03498	0.96607	0.0594	0.00558
2015	0.48725	5.1552	0.75344	0.03108	0.03644
2016	0.70226	4.731	0.82613	0.24666	0.02738
2017	0.47908	6.04438	0.90666	0.22501	0.01417
2018	0.32447	7.10958	0.90243	0.11839	0.00745
2019	0.21439	6.92154	0.90862	0.06372	0.00495
2020	0.13747	7.21602	0.95118	0.05747	0.00277
2021	0.07637	7.46791	0.97424	0.03496	0.00167
2022	0.05819	7.5073	0.97162	0.02112	0.00142
2023	0.05439	6.56365	0.96568	0.01435	0.00461
2024	0.71332	8.64585	0.97243	0.4626	0.00023
2025	0.42891	8.91103	0.92942	0.23348	0.0002
2026	1.1728	6.18959	0.67158	0.11976	0.05012
2027	1.2486	5.42984	0.77914	0.33348	0.03329
2028	0.86965	6.3211	0.8827	0.34665	0.01705
2029	0.62628	6.42594	0.81224	0.18346	0.00952
2030	0.34084	6.25601	0.89838	0.11057	0.00624
2031	0.26873	5.38798	0.88468	0.06649	0.00992
2032	0.3467	5.81273	0.92435	0.17111	0.00622
2033	0.47319	4.65621	0.78636	0.13066	0.02804
2034	0.49856	5.48288	0.88575	0.24673	0.01515
2035	0.49834	5.18345	0.78848	0.1515	0.01213
2036	0.62933	4.30323	0.73991	0.17685	0.02671
2037	0.42991	5.56906	0.85002	0.17177	0.01398
2038	0.24257	6.44042	0.91625	0.10413	0.00736
2039	0.62842	4.55788	0.7119	0.05603	0.05239
2040	0.81363	4.74287	0.85323	0.31442	0.03466
2041	0.23753	7.73582	0.99038	0.17864	0.00067
2042	0.20408	7.44661	0.96734	0.13585	0.00082
2043	0.25209	6.46729	0.88593	0.0719	0.00418
2044	0.19919	4.98063	0.89114	0.04731	0.02375
2045	0.23494	5.37124	0.93942	0.12094	0.01378
2046	0.16542	5.772	0.94083	0.07668	0.00851
2047	0.16557	6.70619	0.96176	0.09894	0.00458
2048	0.18749	6.42119	0.9052	0.05259	0.00523
2049	0.14296	6.39017	0.93915	0.0589	0.00395
2050	0.19681	7.23432	0.94847	0.10922	0.00216
2051	0.1448	7.27195	0.93458	0.05699	0.00166
2052	0.12143	6.49761	0.92496	0.02963	0.00401
2053	0.19394	7.10774	0.96107	0.11799	0.00258
2054	0.14362	7.69524	0.94194	0.06337	0.00251
2055	0.13266	7.57664	0.93984	0.04356	0.00201
2056	0.09179	7.2372	0.95946	0.03544	0.00192
2057	0.10531	8.37813	0.97593	0.0692	0.00101
2058	0.19738	6.82652	0.84358	0.00083	0.00121
2059	0.10948	5.7445	0.91734	0.00665	0.0056
2060	0.09516	6.51523	0.95763	0.04031	0.00319
2061	0.05516	7.53622	0.9778	0.02666	0.00171
2062	0.20275	5.72976	0.8666	0.01378	0.03279
2063	0.54293	5.51905	0.92454	0.26078	0.01968
2064	0.30822	6.35484	0.94527	0.14916	0.01032
2065	0.17877	6.61705	0.95502	0.08046	0.00578
2066	0.37258	4.88366	0.81331	0.06031	0.03003
2067	0.3406	5.0684	0.89811	0.14748	0.02084
2068	0.20137	6.0659	0.94266	0.0974	0.01122
2069	0.13131	6.56621	0.95177	0.05593	0.00654
2070	0.08834	6.612	0.95939	0.0336	0.00449
2071	0.06472	6.5386	0.96838	0.02553	0.00311
2072	0.06563	7.32574	0.97213	0.03298	0.00174
2073	0.07175	6.60186	0.95754	0.02385	0.00237
2074	0.06224	7.67177	0.97053	0.02936	0.00127
2075	0.03398	7.31192	0.96842	0.00129	0.00099
2076	0.0446	8.43248	0.9834	0.02582	0.00053
2077	0.0314	8.95512	0.98348	0.01356	0.00037
2078	0.05741	6.67933	0.95813	0.00993	0.01497
2079	0.38354	7.82106	0.97738	0.2232	0.00757
2080	0.21346	9.1764	0.96948	0.11296	0.00381
2081	0.19225	9.1254	0.91163	0.05673	0.00232
2082	0.27901	7.33417	0.84098	0.03091	0.01158
2083	0.25083	7.00956	0.91667	0.10132	0.00773
2084	0.16714	7.23743	0.94028	0.07249	0.00489
2085	0.10237	7.71824	0.95472	0.03898	0.00291
2086	0.09542	7.96509	0.96086	0.04424	0.00191
2087	0.09153	9.05727	0.97046	0.05317	0.00098
2088	0.1302	7.07935	0.91689	0.02908	0.00945
2089	0.29609	8.15481	0.93596	0.16965	0.00479
2090	0.71144	5.45408	0.67193	0.09463	0.04244
2091	0.76589	5.80377	0.80712	0.27887	0.02263
2092	0.22028	7.22018	0.8721	0.06489	0.00081
2093	0.34152	5.66558	0.79073	0.04679	0.01332
2094	0.31863	6.2209	0.8947	0.14772	0.00734
2095	0.19276	6.85687	0.92796	0.08666	0.00401
2096	0.10774	7.32314	0.95561	0.04615	0.00234
2097	0.10598	5.99102	0.93929	0.03081	0.01407
2098	0.11821	6.63802	0.96363	0.06808	0.00747
2099	0.09261	7.25938	0.96503	0.04855	0.00482
2100	0.39234	4.36633	0.76209	0.03128	0.1497
2101	1.10052	4.63502	0.8788	0.36617	0.0796
2102	0.6017	6.18334	0.92852	0.2195	0.04012
2103	0.31267	7.51274	0.95452	0.11165	0.0202
2104	0.16798	8.11244	0.96683	0.05652	0.01028
2105	0.2976	6.30735	0.8578	0.02917	0.0171
2106	0.25581	5.89865	0.92813	0.1062	0.01182
2107	0.23439	6.2948	0.90856	0.08569	0.00686
