iteration	errD	errG	D_x	D_G_z1	D_G_z2
2209	0.3172	6.10349	0.89622	0.1503	0.00577
2210	0.1977	6.90289	0.92578	0.09019	0.00326
2211	0.18321	7.38403	0.84558	0.00046	0.00097
2212	0.10222	6.26457	0.92177	0.00966	0.00414
2213	0.15113	6.98531	0.96011	0.08758	0.00235
2214	0.0947	7.9592	0.96323	0.04525	0.00131
2215	0.0597	7.72025	0.97214	0.02515	0.00114
2216	0.32333	4.90637	0.80945	0.01557	0.07913
2217	0.88055	5.31348	0.90362	0.37433	0.04161
2218	0.55082	6.63967	0.94631	0.27907	0.02106
2219	0.3338	7.85892	0.92271	0.14131	0.01062
2220	0.86409	5.97462	0.63473	0.07167	0.02367
2221	0.46325	4.47139	0.8162	0.0642	0.05603
2222	1.21623	4.22208	0.89146	0.45102	0.03949
2223	0.7269	5.58887	0.94493	0.32814	0.02028
2224	0.5515	6.0122	0.85087	0.17038	0.01109
2225	0.99536	3.97666	0.62202	0.09909	0.08506
2226	1.07214	3.44193	0.80157	0.36268	0.07576
2227	0.841	4.05145	0.8001	0.30728	0.04426
2228	0.13308	6.00279	0.94451	0.07004	0.00371
2229	0.10031	5.98305	0.95065	0.04528	0.00347
2230	0.07674	5.76302	0.96032	0.03315	0.00395
2231	0.06327	5.86439	0.97201	0.03263	0.00373
2232	0.06603	5.75165	0.96527	0.02704	0.00414
2233	0.25829	3.44255	0.85233	0.03298	0.17915
2234	0.90499	4.22472	0.91023	0.3986	0.09334
2235	0.49028	5.90962	0.95144	0.23179	0.04701
2236	0.25587	7.41964	0.96701	0.11774	0.02361
2237	0.28677	6.88335	0.87558	0.05998	0.01394
2238	0.1571	5.63035	0.93168	0.03741	0.01682
2239	0.24461	5.80965	0.93014	0.12598	0.00997
2240	0.2132	5.68793	0.901	0.07991	0.0075
2241	0.18388	5.18312	0.90311	0.06096	0.00988
2242	0.15548	6.24698	0.95104	0.08849	0.00537
2243	0.08216	7.6068	0.97353	0.04666	0.00278
2244	0.14228	6.86032	0.9037	0.02356	0.00325
2245	0.08365	5.31483	0.9987	0.07744	0.00672
2246	0.0641	6.36315	0.99874	0.05973	0.00376
2247	0.06134	6.57489	0.97434	0.03144	0.00376
2248	0.06518	7.35743	0.98618	0.04641	0.00204
2249	0.19144	5.28858	0.88457	0.02443	0.03487
2250	0.64313	5.68944	0.94061	0.27902	0.01879
2251	0.3502	7.03902	0.94816	0.14366	0.00955
2252	0.26113	6.60106	0.91122	0.07457	0.00629
2253	0.14354	6.26649	0.95368	0.04806	0.00598
2254	0.13398	6.77439	0.97323	0.07632	0.00341
2255	0.07064	7.99263	0.98467	0.03985	0.00179
2256	0.04091	8.21126	0.98838	0.02152	0.00106
2257	0.7768	5.28612	0.71239	0.01221	0.09257
2258	0.93751	4.94749	0.84158	0.30969	0.05393
2259	0.48983	6.32082	0.91942	0.17376	0.02748
2260	0.25926	7.16751	0.95719	0.09843	0.01409
2261	0.14213	7.61309	0.96875	0.05137	0.00734
2262	0.01497	7.3031	0.98823	0.003	0.00096
2263	0.39679	4.40178	0.77041	0.00383	0.13256
2264	1.0608	4.57087	0.8847	0.39873	0.07325
2265	0.58892	5.926	0.94047	0.25165	0.03711
2266	0.48048	6.16173	0.85953	0.12921	0.01948
2267	0.28579	5.52528	0.90585	0.08437	0.01376
2268	0.20327	5.62257	0.92672	0.06938	0.00958
2269	0.22166	6.74722	0.93729	0.10797	0.00502
2270	0.19065	6.65487	0.9113	0.06051	0.0036
2271	0.11394	6.78191	0.94645	0.03879	0.00243
2272	0.07091	7.00595	0.96802	0.02791	0.00162
2273	0.04815	7.16869	0.97316	0.01502	0.00153
2274	0.04066	7.97346	0.98414	0.02125	0.00086
2275	0.1348	5.32746	0.90444	0.01223	0.03822
2276	0.14258	6.77104	0.94832	0.07114	0.01938
2277	0.1026	8.33049	0.97268	0.06407	0.00973
2278	0.05479	9.55518	0.9837	0.03286	0.00488
2279	0.03521	7.77862	0.9679	0.00178	0.00047
2280	0.09876	5.62778	0.93219	0.01511	0.02142
2281	0.21959	6.53365	0.96574	0.14781	0.01123
2282	0.11688	8.13727	0.9811	0.07917	0.00568
2283	0.08083	9.05374	0.97083	0.03977	0.00287
2284	0.10634	7.5728	0.93307	0.02037	0.00307
2285	0.10208	5.63884	0.93658	0.026	0.01985
2286	0.36653	6.51963	0.96688	0.2071	0.01074
2287	0.22348	7.85756	0.96089	0.10971	0.00559
2288	0.12385	8.61107	0.97143	0.05779	0.00308
2289	0.07196	8.60456	0.98234	0.03544	0.00207
2290	0.24766	6.29296	0.86156	0.02178	0.0434
2291	0.58662	6.48087	0.93019	0.2751	0.02274
2292	0.31902	7.61602	0.95573	0.1523	0.0116
2293	0.34165	6.99687	0.85021	0.08278	0.00946
2294	0.18486	6.80844	0.92351	0.05322	0.00596
2295	0.27193	7.59331	0.94268	0.133	0.00346
2296	0.04345	9.6809	0.989	0.03123	0.00076
2297	0.15191	8.49231	0.91124	0.02559	0.00657
2298	0.12597	8.33374	0.94147	0.04172	0.0037
2299	0.07841	9.0066	0.96914	0.03441	0.00194
2300	0.18063	7.22417	0.93092	0.01884	0.00674
2301	0.24408	8.19967	0.93576	0.09957	0.00347
2302	0.2243	7.39835	0.89327	0.05117	0.00304
2303	0.13222	7.08955	0.94354	0.0421	0.00255
2304	0.18018	8.9842	0.96442	0.11143	0.00129
2305	0.10184	11.26744	0.97098	0.05575	0.00064
2306	0.08035	11.45369	0.95882	0.0279	0.00034
2307	0.16164	8.30284	0.89805	0.0145	0.00875
2308	0.19879	7.61385	0.93884	0.09258	0.00557
2309	0.17375	7.82205	0.93435	0.07514	0.00313
2310	0.10404	8.17076	0.95528	0.04247	0.00181
2311	0.0813	7.45668	0.95882	0.02764	0.00178
2312	0.07058	8.41231	0.97706	0.0404	0.001
2313	0.08931	6.51239	0.92132	0.00261	0.00312
2314	0.06246	6.59902	0.95784	0.01594	0.00232
2315	0.04939	8.19622	0.97803	0.02491	0.0012
2316	0.09007	6.67158	0.93046	0.01307	0.00461
2317	0.09125	8.02653	0.96491	0.04947	0.00236
2318	0.06207	8.85103	0.98192	0.03933	0.00122
2319	0.0335	9.53427	0.98931	0.02047	0.00065
2320	0.04671	8.26282	0.96788	0.01081	0.00154
2321	0.03235	7.4709	0.98078	0.01109	0.00159
2322	0.04518	8.64176	0.99013	0.03318	0.00082
2323	0.0319	9.75836	0.98672	0.01728	0.00042
2324	0.02344	9.6368	0.98675	0.00943	0.00026
2325	0.01512	9.56029	0.99221	0.00692	0.0002
2326	0.01039	9.45915	0.99462	0.0048	0.00023
2327	0.01055	10.3822	0.99582	0.00622	0.00012
2328	0.00664	11.10485	0.99683	0.00339	7e-05
2329	0.03831	7.98823	0.96839	0.00189	0.00838
2330	0.43972	9.5732	0.99933	0.32444	0.00027
2331	0.46008	9.99977	0.93715	0.16449	0.00029
2332	0.23315	9.73412	0.96783	0.0846	0.00044
2333	0.12591	9.30432	0.98075	0.04836	0.0006
2334	0.06588	9.35989	0.98964	0.02636	0.00041
2335	0.05893	9.07758	0.9793	0.02302	0.00033
2336	0.0531	7.96699	0.97166	0.01536	0.0008
2337	0.16971	9.49355	0.98555	0.11743	0.00041
2338	0.09312	10.92738	0.98546	0.05948	0.00021
2339	0.10148	10.89889	0.94555	0.02977	0.00014
2340	0.06292	9.42603	0.96179	0.01521	0.00092
2341	0.09218	9.42704	0.97655	0.0591	0.00051
2342	0.05657	9.71307	0.98239	0.03404	0.00029
2343	0.20598	6.88969	0.85311	0.01768	0.01895
2344	0.30757	7.0296	0.92063	0.1315	0.01
2345	0.17147	8.11408	0.95604	0.07879	0.00513
2346	0.10023	8.41805	0.96656	0.04204	0.00278
2347	0.02687	7.94636	0.97879	0.00425	0.00084
2348	0.02385	7.44599	0.98331	0.00633	0.00112
2349	0.12186	8.21089	0.96172	0.07214	0.00065
2350	1.00128	5.47949	0.66798	0.03684	0.06774
2351	1.15958	5.06987	0.83324	0.30919	0.03954
2352	0.63567	6.45302	0.90645	0.19708	0.02007
2353	0.33396	7.23416	0.94935	0.11051	0.01042
2354	0.20479	7.42846	0.94625	0.05914	0.00605
2355	0.16863	6.24235	0.93366	0.04826	0.00721
2356	0.12984	6.50542	0.9516	0.05279	0.00452
2357	0.13265	7.59934	0.95553	0.06787	0.00235
2358	0.12269	7.18084	0.9291	0.03456	0.00218
2359	0.09017	6.18644	0.94848	0.02923	0.00595
2360	0.09714	7.30739	0.96435	0.0533	0.00313
2361	0.07708	7.24582	0.96045	0.02893	0.00434
2362	0.0791	8.81911	0.97774	0.04949	0.0022
2363	0.07156	9.33119	0.96028	0.0248	0.00116
2364	0.0058	7.06499	0.99503	0.00081	0.00178
2365	0.03549	8.5962	0.99699	0.0293	0.00094
2366	0.02249	9.85191	0.994	0.01483	0.00048
2367	0.07798	8.23151	0.95254	0.00751	0.00131
2368	0.06018	7.6475	0.9759	0.02362	0.00121
2369	0.03408	7.70016	0.98575	0.01352	0.00083
2370	0.02585	7.16074	0.98678	0.00927	0.00114
2371	0.0322	8.20636	0.99308	0.02317	0.00066
2372	0.06035	6.66724	0.95684	0.01269	0.00913
2373	0.10955	7.04129	0.97827	0.06854	0.005
2374	0.06084	7.75421	0.98905	0.0402	0.00288
2375	0.03886	8.74901	0.99281	0.02673	0.00159
2376	0.13975	6.94591	0.90005	0.01416	0.01338
2377	0.18677	6.5703	0.94997	0.1019	0.00813
2378	0.09949	7.16164	0.97411	0.05614	0.00441
2379	0.06117	7.43407	0.98018	0.03228	0.00271
2380	0.03962	7.86148	0.98943	0.02432	0.00154
2381	0.0086	8.8973	0.99665	0.0052	0.00021
2382	0.18973	6.13206	0.87631	0.00386	0.02666
2383	0.30869	6.28605	0.9378	0.16286	0.01451
2384	0.21813	7.69291	0.96875	0.13836	0.00733
2385	0.20365	7.84515	0.92161	0.0715	0.00386
2386	0.16724	8.57698	0.96061	0.08849	0.002
2387	0.08679	9.21185	0.9786	0.0457	0.00106
2388	0.04936	9.30347	0.98742	0.02689	0.0007
2389	0.08763	8.09992	0.95393	0.01764	0.00193
2390	0.18037	8.70038	0.97368	0.11085	0.00107
2391	0.27753	7.11669	0.85076	0.05861	0.01209
2392	0.21884	7.16035	0.91828	0.09321	0.00649
2393	0.12523	7.57683	0.95413	0.05708	0.00345
2394	0.0744	7.77705	0.97172	0.03487	0.00206
2395	0.13049	5.98205	0.9259	0.02122	0.01267
2396	0.24323	6.9985	0.96069	0.14749	0.00658
2397	0.14629	9.75411	0.95727	0.07381	0.00331
2398	0.00582	11.79156	0.99479	0.00057	0.00017
2399	0.16564	8.73538	0.88178	0.00315	0.02014
2400	0.29786	8.0501	0.94001	0.14317	0.01065
2401	0.16378	8.31441	0.96427	0.08033	0.0059
2402	0.13454	8.06523	0.94938	0.04653	0.0049
2403	0.07419	8.00861	0.97231	0.02773	0.00323
2404	0.05311	8.04817	0.98152	0.02492	0.00182
2405	0.0306	8.11979	0.9902	0.01592	0.00114
2406	0.1528	4.87689	0.89595	0.01551	0.13606
2407	0.82164	5.72229	0.94789	0.34049	0.06894
2408	0.4177	7.81389	0.97212	0.17526	0.03453
2409	0.26637	8.78396	0.94011	0.08805	0.01733
2410	0.13664	8.94285	0.96709	0.0445	0.00882
2411	0.07201	8.5091	0.98089	0.02326	0.00488
2412	0.31311	6.04652	0.82771	0.01296	0.0318
2413	0.47325	6.11829	0.91324	0.20274	0.01855
2414	0.2827	7.01593	0.93512	0.12353	0.00958
2415	0.00574	9.27119	0.99679	0.00251	0.00015
2416	0.00433	9.08799	0.9977	0.00202	0.00018
2417	0.01759	8.01082	0.9849	0.00193	0.00076
2418	0.01716	7.34077	0.99226	0.00905	0.00108
2419	0.03231	8.34623	0.99288	0.02447	0.00059
2420	0.11425	6.68243	0.91334	0.01256	0.00427
2421	0.10649	6.68919	0.9552	0.05094	0.00286
2422	0.06949	7.65288	0.97437	0.03828	0.00154
2423	0.03943	8.52386	0.98374	0.02035	0.00083
2424	0.02102	8.85127	0.99122	0.01083	0.00049
2425	0.01232	8.89011	0.99425	0.00586	0.00034
2426	0.04159	6.70838	0.96974	0.00346	0.00653
2427	0.04306	7.58806	0.9845	0.02299	0.00339
2428	0.02773	8.12937	0.98898	0.01438	0.00179
2429	0.01813	8.45766	0.99097	0.00791	0.00101
2430	0.02221	7.0834	0.9838	0.00485	0.00381
2431	0.04802	8.31417	0.99027	0.03566	0.00195
2432	0.0025	11.41623	0.99852	0.00102	4e-05
2433	0.00304	11.43588	0.99769	0.00072	6e-05
2434	0.2673	9.04583	0.86185	0.00042	0.00115
2435	0.15851	6.17964	0.93039	0.02275	0.02522
2436	0.28654	6.84499	0.96512	0.17302	0.01298
2437	0.19976	8.27793	0.96936	0.12605	0.00653
2438	0.19989	8.03314	0.90697	0.06373	0.0037
2439	0.10627	7.3276	0.95102	0.03567	0.00408
2440	0.15188	8.31086	0.97466	0.09998	0.00211
2441	0.08439	9.2091	0.98017	0.0512	0.00108
2442	0.06856	9.10636	0.96556	0.0258	0.00069
2443	0.16186	6.18065	0.8815	0.01444	0.09377
2444	0.41512	6.34121	0.93889	0.19278	0.04925
2445	0.23496	7.34066	0.95725	0.11052	0.0252
2446	0.23027	7.15429	0.91375	0.0574	0.01376
2447	0.55684	4.24066	0.78828	0.03844	0.16894
2448	1.64073	4.18741	0.89336	0.4733	0.09468
2449	0.12992	7.55759	0.99604	0.11689	0.00058
2450	0.07075	8.23402	0.99555	0.06174	0.00038
2451	1.9774	5.52859	0.53611	0.03155	0.03504
2452	1.15331	3.6867	0.75899	0.14327	0.10378
2453	1.54999	3.43727	0.62694	0.39111	0.07403
2454	1.11656	5.83417	0.81286	0.42301	0.03718
2455	0.56099	8.26876	0.90487	0.21265	0.01861
2456	0.71561	8.13114	0.74859	0.1064	0.00953
2457	0.76854	4.95677	0.63751	0.05624	0.11374
2458	1.09774	4.65469	0.81851	0.38499	0.06619
2459	0.68905	6.39389	0.90873	0.31325	0.03328
2460	0.35275	8.04674	0.94945	0.15983	0.01669
2461	0.33515	8.42159	0.89648	0.08024	0.00852
2462	0.31246	6.28867	0.85922	0.04309	0.01754
2463	0.35597	6.47876	0.92219	0.17221	0.00962
2464	0.19769	7.55806	0.94516	0.0887	0.00494
2465	1.13706	5.12284	0.58401	0.04544	0.05549
2466	1.03785	4.25557	0.93028	0.54915	0.02153
2467	0.65213	6.15802	0.96471	0.38045	0.0111
2468	0.36845	7.72465	0.95461	0.19277	0.00564
2469	0.27824	7.93203	0.91155	0.09701	0.00306
2470	0.14265	7.26481	0.95459	0.05084	0.00268
2471	0.10406	7.2195	0.97622	0.0553	0.00202
2472	0.06407	7.88716	0.97897	0.02975	0.00116
2473	0.07743	6.33259	0.9507	0.01836	0.0076
2474	0.24369	7.99879	0.97118	0.16171	0.00384
2475	0.1339	9.79756	0.97505	0.08186	0.00193
2476	0.47712	8.48343	0.77372	0.04096	0.00168
2477	0.25302	5.9807	0.88453	0.03216	0.03051
2478	0.48034	6.88915	0.93966	0.241	0.01549
2479	0.24807	8.53004	0.96395	0.12244	0.00778
2480	0.14591	10.05221	0.96102	0.06136	0.00391
2481	0.0789	10.09697	0.97501	0.03106	0.00206
2482	0.33382	7.42736	0.79165	0.01598	0.01725
2483	0.20054	3.65449	0.94529	0.12268	0.03184
2484	0.32967	5.76861	0.97217	0.23701	0.0162
2485	0.19566	7.89946	0.9609	0.12173	0.00814
2486	0.10243	9.24033	0.97642	0.0614	0.0041
2487	0.92738	6.94329	0.62315	0.03101	0.0192
2488	0.71835	5.55845	0.80368	0.17615	0.02092
2489	0.69196	6.21732	0.89973	0.3078	0.01109
2490	0.35051	8.08284	0.94757	0.15612	0.00558
2491	0.20726	8.6987	0.94467	0.07864	0.00291
2492	0.15109	7.64689	0.93079	0.04127	0.00425
2493	0.1663	7.10649	0.9375	0.0684	0.00356
2494	0.25274	4.94285	0.85183	0.04291	0.04827
2495	0.81654	5.42547	0.91986	0.37621	0.02561
2496	0.51639	6.50507	0.88197	0.19991	0.01319
2497	0.26709	6.97455	0.93675	0.10453	0.00717
2498	0.20042	6.08842	0.919	0.06327	0.00717
2499	0.2571	4.28992	0.87313	0.07163	0.05232
2500	0.45824	7.304	0.99842	0.34894	0.00083
2501	0.25108	8.10284	0.98162	0.17801	0.00052
2502	0.14565	8.55151	0.97239	0.08995	0.00043
2503	0.87561	5.17441	0.65717	0.04656	0.10226
2504	0.84483	4.49112	0.8282	0.28639	0.06588
2505	0.614	5.00282	0.81653	0.1886	0.03529
2506	0.38293	5.52176	0.90732	0.16002	0.01925
2507	0.21831	6.50822	0.94998	0.10216	0.01021
2508	0.12635	7.34131	0.95991	0.05279	0.00533
2509	0.45093	5.01621	0.75633	0.02816	0.08235
2510	0.49714	5.11415	0.87751	0.20465	0.0447
2511	0.26844	6.21905	0.93456	0.11758	0.02276
2512	0.14254	6.81626	0.96548	0.06522	0.01181
2513	0.19955	6.46706	0.90008	0.03308	0.00735
2514	0.1548	5.03564	0.92268	0.04033	0.02063
2515	0.29192	6.45639	0.9575	0.17275	0.01055
2516	0.15207	8.59011	0.97374	0.08736	0.00529
2517	0.0291	10.46425	0.97196	0.00033	3e-05
2518	0.19247	7.95046	0.85825	0.00033	0.00366
2519	0.19089	6.42757	0.91196	0.06892	0.00693
2520	0.13608	7.18925	0.95581	0.07274	0.0037
2521	0.0966	7.92337	0.95298	0.03816	0.00197
2522	0.10066	6.67858	0.94017	0.02075	0.00401
2523	0.08579	6.63459	0.96431	0.03845	0.0028
2524	0.24218	4.61765	0.83817	0.02139	0.0476
2525	0.39771	5.49925	0.91884	0.20528	0.02493
2526	0.22988	6.84526	0.9585	0.13158	0.01263
2527	0.12026	8.0461	0.97845	0.07028	0.00638
2528	0.18092	7.18733	0.89569	0.03567	0.00442
2529	0.12355	6.50459	0.9454	0.04678	0.00508
2530	0.07254	6.53543	0.97238	0.03364	0.00358
2531	0.09746	8.50868	0.98426	0.0702	0.00182
2532	0.0562	10.06591	0.98491	0.03525	0.00092
2533	0.0356	9.73476	0.98596	0.01854	0.00072
2534	0.03975	7.1741	0.97093	0.007	0.00363
2535	0.22418	5.77827	0.89723	0.06863	0.009
2536	0.15922	7.18553	0.94674	0.07478	0.00462
2537	0.09693	8.01691	0.95925	0.04017	0.00248
2538	0.08245	7.37712	0.95162	0.02437	0.00374
2539	0.07714	7.92598	0.96807	0.03852	0.002
2540	0.04377	8.65764	0.98092	0.02132	0.00107
2541	0.023	9.23075	0.99002	0.01133	0.00058
2542	0.04305	7.39532	0.96613	0.00627	0.00823
2543	0.12942	8.4482	0.98284	0.08967	0.0042
2544	0.09518	9.87565	0.96444	0.04511	0.00213
2545	0.11048	8.51341	0.93308	0.02284	0.00194
2546	0.05842	6.95566	0.96596	0.014	0.00404
2547	0.05913	7.74807	0.9828	0.03558	0.00217
2548	0.03118	9.1505	0.99061	0.01861	0.00111
2549	0.01666	10.07899	0.99474	0.00981	0.00059
2550	0.02116	9.54919	0.98524	0.00509	0.00042
2551	0.01869	6.79335	0.98728	0.00573	0.00179
2552	0.02878	9.26815	0.99352	0.02165	0.0009
2553	0.05073	8.65174	0.96322	0.01107	0.00067
2554	0.03758	8.52828	0.97646	0.0125	0.00047
2555	0.02396	9.44398	0.98809	0.01125	0.00025
2556	0.01314	10.37711	0.99331	0.00604	0.00013
2557	0.01075	9.92809	0.99266	0.00319	0.00011
2558	0.02294	6.46643	0.98114	0.00337	0.04178
2559	0.85681	7.60561	0.99043	0.37798	0.02111
2560	0.43307	9.92104	0.99183	0.19024	0.01056
2561	0.21882	11.3366	0.99374	0.09522	0.00528
2562	0.11173	11.42113	0.99465	0.04769	0.00265
2563	0.06417	10.95952	0.9894	0.02391	0.00135
2564	0.0684	9.09212	0.96077	0.01214	0.00113
2565	0.06608	6.69298	0.96014	0.01549	0.00916
2566	0.32444	7.49463	0.93893	0.1919	0.00472
2567	0.22073	8.57591	0.92317	0.09853	0.00241
2568	0.02688	9.41834	0.97467	0.00099	0.00011
2569	0.02619	8.37405	0.97712	0.00275	0.00059
2570	0.03765	7.4128	0.97659	0.01328	0.00118
2571	0.07315	8.68041	0.98782	0.05755	0.00061
2572	0.12593	8.52646	0.92337	0.029	0.00043
2573	0.06542	7.58684	0.96121	0.01648	0.00095
2574	0.11416	7.74015	0.9503	0.05318	0.00073
2575	0.06112	8.6464	0.97467	0.03014	0.00043
2576	0.03256	10.02567	0.98579	0.01551	0.00024
2577	0.02495	9.83462	0.98482	0.00818	0.00031
2578	0.01407	9.11476	0.99213	0.0054	0.00046
2579	0.01166	9.7817	0.99563	0.00681	0.00026
2580	0.0076	10.05132	0.99634	0.00369	0.00015
2581	0.00759	9.08607	0.99458	0.00201	0.00027
2582	0.00543	9.52198	0.9972	0.00255	0.00016
2583	0.0032	10.23324	0.99841	0.00157	9e-05
2584	0.0019	10.68401	0.99913	0.00101	5e-05
2585	0.00231	9.68394	0.99819	0.0005	8e-05
2586	0.0028	10.21008	0.99809	0.00089	5e-05
2587	0.00383	12.21336	0.99841	0.00223	3e-05
2588	0.00257	13.44509	0.99857	0.00113	1e-05
2589	0.00362	11.82174	0.99698	0.00057	5e-05
2590	0.00468	12.52962	0.99846	0.00311	3e-05
2591	0.00273	13.48903	0.99887	0.00158	2e-05
2592	0.00173	13.58862	0.99912	0.00084	1e-05
2593	0.00327	11.81408	0.99726	0.00046	0.00012
2594	0.01099	12.21031	0.99859	0.00935	6e-05
2595	0.00776	13.07134	0.99708	0.00469	3e-05
2596	0.00415	13.10112	0.99829	0.00236	2e-05
2597	0.02357	10.55493	0.98131	0.00124	0.00094
2598	0.05841	10.51736	0.99032	0.03846	0.00049
2599	0.03036	10.71349	0.99506	0.02029	0.00027
2600	0.02554	10.10131	0.98772	0.0105	0.00046
2601	0.0427	10.04279	0.98407	0.02413	0.00027
2602	0.00617	10.76586	0.99426	0.00037	2e-05
2603	0.0034	10.34293	0.99704	0.00041	4e-05
2604	0.01437	10.75005	0.99826	0.01208	3e-05
2605	0.02872	9.58763	0.97956	0.00628	0.00042
2606	0.01967	8.4066	0.98848	0.00711	0.001
2607	0.0182	8.99403	0.99396	0.01153	0.00054
2608	0.0103	9.96503	0.99678	0.00677	0.00028
2609	0.01068	9.94557	0.99331	0.00348	0.00018
2610	0.01261	7.76495	0.99016	0.0024	0.00238
2611	0.06327	9.40892	0.99506	0.05278	0.00121
2612	0.03266	11.7345	0.99663	0.02651	0.0006
2613	0.017	13.67032	0.99764	0.01326	0.0003
2614	0.00884	14.18475	0.99849	0.00663	0.00015
2615	0.04373	12.20667	0.96649	0.00332	0.00011
2616	0.02295	9.15851	0.98283	0.00233	0.00319
2617	0.04905	9.47727	0.99113	0.03556	0.00168
2618	0.02632	10.44839	0.99511	0.01912	0.00086
2619	0.00456	10.81468	0.99775	0.00229	6e-05
2620	0.00449	10.86201	0.99718	0.00166	6e-05
2621	0.00728	9.96625	0.99561	0.00284	0.0001
2622	0.0067	10.13006	0.99716	0.00383	7e-05
2623	0.00781	9.71472	0.99565	0.00335	0.0001
2624	0.00746	8.92514	0.99491	0.00222	0.00026
2625	0.01101	9.62624	0.99448	0.00535	0.00015
2626	0.0063	10.74625	0.99684	0.00307	8e-05
2627	0.00516	10.56404	0.99648	0.00158	7e-05
2628	0.00752	8.96562	0.99506	0.00248	0.00043
2629	0.01242	10.74402	0.99743	0.0097	0.00022
2630	0.00658	12.89112	0.99837	0.00488	0.00011
2631	0.00381	13.80866	0.99867	0.00244	6e-05
2632	0.00588	12.07564	0.99542	0.00123	4e-05
2633	0.00366	9.71845	0.99739	0.00101	0.00044
2634	0.00569	10.77368	0.99868	0.00432	0.00023
2635	0.00675	10.51732	0.99588	0.00253	0.00016
2636	0.00251	10.31281	0.99985	0.00235	4e-05
2637	0.00298	11.86047	0.99985	0.00283	2e-05
2638	0.00173	13.0783	0.99972	0.00144	1e-05
2639	0.00346	11.76603	0.9973	0.00073	5e-05
2640	0.00374	11.60981	0.99839	0.00211	3e-05
2641	0.00221	11.8162	0.99896	0.00115	3e-05
2642	0.00791	7.78303	0.99291	0.00069	0.0633
2643	0.68213	9.01423	0.99644	0.27232	0.03168
2644	0.34828	10.3058	0.99817	0.1432	0.01585
2645	0.17445	12.49869	0.99881	0.07163	0.00793
2646	0.13347	11.49005	0.95954	0.03595	0.00417
2647	0.11977	10.43953	0.95919	0.04698	0.00224
2648	0.10301	8.86567	0.94818	0.03025	0.00176
2649	0.36018	9.55	0.96505	0.1993	0.00091
2650	0.26118	9.7437	0.91795	0.10047	0.00052
2651	0.3325	7.94765	0.84219	0.0511	0.01099
2652	0.58426	8.02199	0.91899	0.21862	0.00582
2653	0.20264	8.35284	0.88148	0.04754	0.00143
2654	0.12628	8.79092	0.93772	0.04427	0.00082
2655	0.0856	8.47901	0.94992	0.02486	0.00058
2656	0.48204	4.76195	0.73777	0.01329	0.20616
2657	1.32659	5.13247	0.86794	0.42551	0.10617
2658	0.67253	7.41092	0.93142	0.21934	0.05313
2659	0.35012	8.27574	0.95414	0.11131	0.02666
2660	0.38691	7.22265	0.83365	0.05605	0.01621
2661	0.23473	5.827	0.91662	0.06608	0.01463
2662	0.15774	6.27159	0.95688	0.07014	0.00801
2663	0.09878	6.99093	0.96412	0.03986	0.00438
2664	0.05419	7.44703	0.97963	0.02228	0.00252
2665	0.44968	4.80026	0.78996	0.01224	0.09808
2666	1.1952	5.70815	0.89483	0.40641	0.05001
2667	0.60437	7.91891	0.94725	0.20969	0.02503
2668	0.31213	9.82039	0.96398	0.10495	0.01252
2669	0.16101	10.4904	0.97718	0.05254	0.00627
2670	0.24162	7.76102	0.80724	0.00014	0.00051
2671	0.12461	6.26519	0.90316	0.00338	0.00601
2672	0.16472	7.54593	0.95096	0.08488	0.00309
2673	0.09253	9.83026	0.96572	0.04256	0.00155
2674	0.12024	9.74208	0.9304	0.0213	0.00083
2675	0.06112	7.90191	0.96492	0.01137	0.00239
2676	0.03999	7.30073	0.98223	0.01474	0.00191
2677	0.03021	8.16632	0.99107	0.01741	0.00102
2678	0.01807	9.62625	0.99282	0.00892	0.00053
2679	0.04511	7.03989	0.96452	0.0051	0.01459
2680	0.18597	8.6216	0.98219	0.12389	0.00736
2681	0.09855	10.03582	0.98817	0.06455	0.00375
2682	0.05628	11.09489	0.98813	0.03317	0.00195
2683	0.39652	7.96971	0.77298	0.01836	0.03154
2684	0.31547	7.05526	0.88407	0.09536	0.01742
2685	0.27514	8.38937	0.9414	0.14511	0.00875
2686	0.15487	10.22653	0.95577	0.0728	0.00438
2687	1.30254	6.12652	0.54166	0.00026	0.00349
2688	0.68221	4.73795	0.77071	0.02983	0.02756
2689	1.05128	6.31825	0.88509	0.35829	0.01416
2690	0.52863	8.70185	0.942	0.18159	0.0071
2691	0.38729	9.4003	0.90126	0.09095	0.00358
2692	0.21124	8.96763	0.93537	0.04575	0.00193
2693	0.11139	7.82865	0.96355	0.02445	0.0019
2694	0.06523	7.03487	0.97992	0.01979	0.00226
2695	0.12534	6.26352	0.93564	0.03949	0.00577
2696	0.13889	7.6767	0.9675	0.08428	0.00295
2697	0.07185	9.58713	0.98205	0.04284	0.00149
2698	0.03778	11.03185	0.9893	0.02154	0.00075
2699	0.04408	9.81408	0.97276	0.01144	0.00105
2700	0.1826	6.89674	0.89375	0.00839	0.04497
2701	0.70039	6.96583	0.94665	0.2537	0.02304
2702	0.36173	8.0527	0.97301	0.13786	0.01173
2703	0.21408	9.15161	0.96115	0.07141	0.00615
2704	0.01674	9.53572	0.99579	0.01213	0.00059
2705	0.02283	9.44078	0.99235	0.01447	0.00056
2706	0.0203	9.47532	0.99498	0.01473	0.00045
2707	0.03233	8.98948	0.98275	0.00978	0.00041
2708	0.03093	8.255	0.98259	0.01013	0.00065
